id,landmark_id,conf
03hg4i3yjp,657,0.9999845
03hoyyb9cj,410,0.99055415
03jxfm27w5,625,0.9999317
03lc7zwpez,515,0.9973809
03ls35cwa4,151,0.9999882
03m08ahf3s,810,0.99758935
03mdsx4qto,289,0.9987923
03n3tv7bdu,734,0.9771105
03pxl99mz0,798,0.95574963
03snevr89v,786,0.99500495
03tb1aa9pc,714,0.99970394
03tsnm4bnu,1005,0.99198395
03upzfx195,258,0.8990989
03xnggqplz,963,0.91778195
03zuem3qrn,446,0.99986494
040nt01b2s,785,0.99955815
043qwauk0q,844,0.9991811
0467oil06h,884,0.99999917
048q1ouxlj,88,0.99912125
048qju3tpo,140,0.9998167
04d1rjaae5,254,0.9964013
04dcs4245g,1034,0.9516366
04dgxe0il3,564,0.9951325
04dkhgck0r,454,0.99998224
04ffef2ci6,143,0.99990344
04fu7b4am2,982,0.9999782
04h6ol9agk,99,0.99994755
04jma7my5u,459,0.99979955
04khzo0hx5,971,0.9991177
04kqkhlsed,178,0.9996934
04n74njr8c,25,0.99963796
04npm5lu0c,600,0.9982515
04nx35dwu7,293,0.99967694
04ouuav8j4,68,0.9203628
04qrs9l714,753,0.9970361
04t434g73o,369,0.99999714
04vb1i5t7n,134,0.9925403
04xebcv3t3,660,0.9990138
04zuoqqr90,558,0.9989691
052p4oamx8,348,0.99776757
053kx2e9zs,999,0.99571604
053ma0gdj4,61,0.9998791
0543avg0te,700,0.9999732
055hg7rx9v,918,0.99998283
056z2j8u6k,619,0.98851585
058k5i08o1,497,0.9999536
05977wcbzt,826,0.3288873
05b9wylbyn,713,0.9678064
05bhuroopj,377,0.99963915
05c2mql9ux,1019,0.99993336
05c3z8reuc,514,0.9999341
05dzse3i7e,1000,0.99912614
05ebyltzgs,442,0.9957241
05f81v49dm,584,0.5968499
05g63qkfdk,823,0.9970493
05gpb14t4e,16,0.9999902
05j7isxr5g,648,0.9989355
05n5xtajxk,654,0.99809295
05napga7oo,726,0.99942327
05nvxoywaz,520,0.9999647
05oqqcq06k,436,0.9994842
05or1qtzmm,956,0.996309
05qa96e3eu,905,0.99967504
05qsszdeg3,1036,0.9999914
05rnaurlyh,987,0.9999399
05rrz7gzb3,683,0.99998045
05srremq4t,196,0.99888116
05th9u5oo8,725,0.99990034
05uckbsx00,614,0.9999442
05uod2majs,116,0.9997688
05uqugent2,971,0.99998546
05uv9zg9ef,538,0.93951195
05yepn6lmt,106,0.90816605
05ysrpksrc,538,0.99996364
061deozyu3,189,0.99989545
06375eqbpc,114,0.999012
064ddrx0u5,281,0.9999653
0686iidp1s,430,0.99993336
069lr2uxyb,16,0.9999951
06b7ph11fh,66,0.9989925
06eesrxu3g,240,0.9998342
06enay95d5,518,0.99860615
06fd7ri64x,985,0.9997819
06gpnwdmmk,16,0.9999944
06gsut75s7,517,0.99764663
06h3djx339,151,0.99978334
06hnb216n5,197,0.99912065
06kmiihhc1,551,0.9019493
06m4sfbazc,209,0.9998054
06md3j0pce,755,0.999711
06n1bidpao,444,0.9999058
06nrhqstvb,906,0.9998178
06ny6c381o,804,0.99938726
06qp2tzhl9,536,0.99996436
06r1lci9l2,163,0.8673724
06rvnjx8qm,914,0.9999306
06tv67og8z,994,0.99774015
06ud08nu99,893,0.9997137
06ud5cwyt0,434,0.9983183
06vjio5stx,500,0.9977442
06vopx8ky7,563,0.9999243
06wnx7yokg,921,0.99022335
06xfxn20xp,806,0.999954
06yjpr3wy5,1033,0.99964845
070dr7a4dv,186,0.99956685
070jdvpla2,475,0.9999505
074cm6idsy,466,0.98009723
075vxpxvu7,187,0.9997447
076eapcpim,385,0.99987924
076qcu6vo6,173,0.9999291
076tocbffw,6,0.9992079
07712w4t2s,788,0.99956197
07azvkj97a,96,0.9989667
07btl2jebc,366,0.9997794
07bz2htpkl,715,0.99998355
07decf34my,502,0.58669466
07f40mrr8s,169,0.99962354
07icjv38js,644,0.9998342
07ikm6tmfs,805,0.9941339
07kcfhwuih,589,0.9356652
07pom0228j,6,0.9995534
07scfsr5po,657,0.99999917
07tw1468rs,770,0.9999528
07un8zpnha,597,0.9998574
07vh5fi5gi,665,0.99996114
07xhhvsbdy,634,0.8767176
07xywzlfoe,487,0.94287795
080nnczsrp,961,0.9998086
082rauf2s9,1030,0.9941736
082ru4t732,242,0.9999943
082xydf2jv,912,0.9986952
084z6hucg2,178,0.999065
085kfu498e,894,0.99988484
085rb8okm8,917,0.9423458
086rtme3zm,1006,0.99923444
087175e44y,837,0.96334857
08cjgm3gh9,632,0.9554644
08dtlh6raf,100,0.9970118
08e9ros2wb,351,0.9459148
08edh5vzzr,400,0.8158472
08exr8awcl,549,0.99635565
08fzt4v2g9,444,0.99986243
08g8twpchj,807,0.62141097
08gdm3o6s4,86,0.99189115
08kgkpl2av,894,0.999003
08khi6tre4,99,0.999602
08kkexe8cs,409,0.9994143
08lqjt5597,1008,0.99825567
08o0ajg0k2,757,0.74640137
08omso8tqz,93,0.99999547
08qk15oshv,314,0.9999485
08qubtdedn,144,0.996968
08ry0ss0qg,199,0.99992836
08tak343hd,860,0.99698263
08tq92zji9,612,0.9999901
08ucyzczmi,816,0.99259275
08v9qfqfa1,610,0.98461735
08wt9jbnhc,380,0.9995245
08xbyw3bri,443,0.9999497
0902898yeu,790,0.9999366
0919i80e4v,136,0.83412033
0956cna8cq,1010,0.9722759
095fa0a98j,340,0.9999343
095j3ws2iy,880,0.9994904
098attaszu,703,0.999772
09brjnniw8,558,0.9970733
09da7e6ut3,326,0.9880216
09drmgh6qa,292,0.9940825
09g0qlrttm,453,0.99935156
09hh3at3ht,889,0.99982625
09hw8r74c6,32,0.9993723
09i8tqbhkv,216,0.9996648
09isb95mk3,869,0.999984
09jgq862fk,832,0.989433
09kybxhbss,495,0.9999454
09lbesnlx1,273,0.99931395
09pa8jfr95,146,0.9871399
09s1p3flen,816,0.99580055
09v0g0cbyb,435,0.99952185
09yf1y655r,1034,0.9996501
09z3e9k81l,172,0.9997104
09zyt1w31k,450,0.999742
0a0eyh2gpi,678,0.99186456
0a1vaykbcc,721,0.9975751
0a24r3jfuf,338,0.99860007
0a4f4ifsj0,124,0.99976724
0a6gvuvn1g,460,0.9999683
0a7hz0px93,61,0.99976426
0a87ra1otl,388,0.9944845
0a8o6lq5a3,315,0.9940317
0a9b13ls59,735,0.9998913
0aa9ltfsaj,113,0.9996051
0abprw83fn,832,0.8448193
0ada7jbitl,121,0.74688846
0aed1gzqef,11,0.99978536
0af5a1nhxb,302,0.9999361
0ah17yy4v6,622,0.99720615
0ahp4tu1c8,695,0.99957293
0ai0jj8gfa,859,0.9999621
0aiw99cbcp,651,0.63304776
0aixhyv89a,182,0.9870215
0aksr55b2p,125,0.99967
0al85xgd20,481,0.9999987
0apbglcd5c,636,0.99721706
0aqpf5m6ju,434,0.99941504
0aqxyfjmkg,126,0.99989915
0arsrat3ru,462,0.99860793
0as2x8ihxp,850,0.9949582
0auyu7ur9m,1042,0.8788936
0av7sut9ys,129,0.9999809
0aw1v8mlyu,324,0.999676
0aw3yxtrp5,589,0.99894387
0awlnqr14e,1013,0.9999411
0ax7nusx97,690,0.9998425
0aza3tad3p,1045,0.9999232
0azh0pvra1,128,0.99992573
0b06fge7m8,999,0.9999635
0b18a7x3s6,962,0.9981414
0b1hquv6gj,821,0.99515617
0b37t4zkov,631,0.99985206
0b3j4zsijb,428,0.9997317
0b5hj200wj,141,0.62752014
0b7c30usey,136,0.90325266
0b7tmlwy32,710,0.9726505
0b8gtubetg,651,0.99989986
0b9jdr0e39,414,0.99993503
0ba573aw5t,267,0.9999914
0bc6q5elfe,609,0.99995065
0bdsgs1yju,502,0.87308294
0bdwu7se1x,871,0.9981881
0bec3zvxm3,357,0.99999416
0bf57pir8k,650,0.9999881
0bfav7atu0,267,0.9999237
0bfvle9ldi,195,0.9995529
0bgj9co0zl,393,0.9984646
0bgxxubmmn,477,0.9999213
0bhswhiq5p,665,0.56545246
0bi4esu2fb,858,0.99998796
0bib8h72vz,771,0.9975413
0bijy1lxyb,759,0.99995923
0bl693cqt7,311,0.9767671
0bl6zk6vky,279,0.9992518
0bm07bvfkn,438,0.99994946
0bn0jw0yc5,856,0.98318106
0bp2jiq9j5,919,0.9955041
0bpmn1ll5d,247,0.99985516
0bqmcul5ie,652,0.99999666
0br7hcmrle,836,0.99888414
0bro80wtyg,483,0.9992067
0brua1q7pf,789,0.99943036
0bur4yq6ka,696,0.9989743
0buxylu7nm,376,0.9996741
0bxeuoxrlg,179,0.99834824
0bxzlt1hgh,21,0.85111344
0bz39v12hu,847,0.99940145
0c0bvrzfww,11,0.9979615
0c1x4c86v5,623,0.99643975
0c2lrddzvh,402,0.9996499
0c2x3q3yvw,1026,0.9999664
0c3huehz2u,140,0.999713
0c3mv363le,761,0.9968868
0c44nsb086,492,0.9999423
0c5r3rm1zm,815,0.29124603
0c7low2v6g,47,0.9994186
0c9fpakv8z,69,0.54666954
0caeoyjedq,254,0.99946934
0catq77loz,850,0.9989569
0cb1bph13a,999,0.9993424
0ccj4c0b3a,333,0.9999697
0cdmngm104,59,0.99976355
0celh57hk9,275,0.8869115
0ceqi4m81m,832,0.99695086
0cguenqo2o,336,0.9999851
0ciep0wt8j,67,0.9999206
0cn4vdqam7,919,0.9796363
0cne9d5q5n,930,0.9673021
0cnwn0929e,146,0.99995565
0cqpak9fa7,658,0.9961577
0cqxi99131,910,0.99964976
0criocfub4,761,0.96430415
0cs3nuzdc6,239,0.9997713
0cu4kyod7n,383,0.9998964
0cudjvztlo,85,0.99981064
0cwshfsctk,934,0.99992883
0cyc70xh82,898,0.9997416
0cz5cj5i31,54,0.8163252
0d0u2n6g74,816,0.99968684
0d13df80i0,788,0.9991352
0d1dbjwy5c,100,0.99738616
0d1ia9wxa9,857,0.9999503
0d3ec1nqmd,38,0.9536252
0d3wc7wg09,635,0.99941957
0d43t4h9px,368,0.9837338
0d4f9lbkf0,931,0.99757296
0d51bzsqaa,184,0.89498246
0d5q6v60oe,35,0.7825333
0d6delfwlm,827,0.99875295
0det3045dm,632,0.9956274
0df3t1deyv,670,0.99684036
0dgjdox05b,130,0.999175
0dhr81wm8r,954,0.9987134
0di3zvj5qf,314,0.9996278
0diq95l7a5,628,0.99992025
0dlrp36u99,540,0.9989735
0dqpwnbkqg,70,0.9906494
0dsxt0i6zo,417,0.9994666
0dtrqwe7cg,566,0.93381387
0duhxw288j,792,0.9995443
0dva7uiyd7,221,0.9967339
0dwg1kvom1,848,0.9994802
0dx6h39hvm,42,0.9991411
0dz8gunpz4,81,0.9994281
0e1mokczbj,370,0.9999378
0e42yw2vni,583,0.54239434
0e50lhoylo,69,0.999782
0e57gzywdw,458,0.99977607
0e6znpojx9,920,0.54140717
0e7ul6jtfr,695,0.9997068
0e8ct9vlmk,108,0.9912772
0e93tdlznr,975,0.99995947
0e9knm0mb0,420,0.99998176
0eaenwsjzh,706,0.99991095
0eb3strxat,808,0.993536
0ebpwl2edb,23,0.9995858
0ebr0c7yaj,750,0.999995
0ec61pmas7,292,0.43445435
0edi9t92vy,738,0.9999876
0edn9iea89,530,0.9871005
0ee5y0ibtd,608,0.9998791
0efezpiad2,335,0.9999113
0ej1uy1b5r,1023,0.86186075
0ej21tdthz,837,0.9997867
0el530luqi,342,0.9942572
0el5t0ymcn,990,0.9999976
0el919dliu,219,0.26729408
0eluvivonc,709,0.9991339
0emn8l6se9,196,0.9799724
0esdzygnk9,509,0.99847406
0esu4d4ay3,47,0.99978703
0etugd6bx6,34,0.9991602
0eua3jfdbf,189,0.9988587
0euyo9pd3s,662,0.97753906
0ey6k53ic3,282,0.9995728
0eypa1qzqo,829,0.9994653
0eyu2r1ibq,738,0.9999646
0ezfiufb62,496,0.7586384
0f1fxdqcuv,143,0.99783546
0f26qk1g8k,997,0.9977062
0f5ulut6m1,52,0.9953862
0f5ypwlj73,188,0.9992126
0f6i81i1i4,926,0.9272431
0f8a6t50jx,450,0.9990006
0f9cr3f6de,271,0.99999917
0fa5pse3lw,29,0.9982503
0fawtyxw1d,349,0.9999088
0fcp7z12eg,20,0.99893993
0fcqiwgepn,554,0.99999
0fe666cdpc,39,0.9876682
0ff1kzrpgy,699,0.99924195
0ff31o5jp4,155,0.9975477
0fgsmgzoyy,438,0.99991536
0fhdr57rmc,654,0.99897695
0fisolds1o,784,0.96285117
0fj5io8u9s,991,0.99993706
0fjab5qtsy,827,0.9999182
0fk2iv851a,669,0.99387795
0fka40rd8t,440,0.9995788
0flvtjjvif,458,0.9995376
0fn2k6l4e6,85,0.9977915
0fow390wq3,205,0.99708
0fp8snxvoz,747,0.9915379
0fpoqd6sgj,324,0.9999225
0fq5u1b2bd,430,0.9999764
0frzvmcwk3,554,0.999887
0ftrskhft1,371,0.45441747
0fu3khrzxn,359,0.9997093
0fu8uzfy1i,923,0.99952626
0fv41ds7r9,397,0.9660019
0fx8k2laac,62,0.9994985
0fxed053x6,613,0.99953043
0fxfj3o643,976,0.99981946
0fy4ov35dc,528,0.9991048
0fyhksd0dl,432,0.9979108
0g2x305tvz,1019,0.9998273
0g432t9say,510,0.9999987
0g5jmfieta,926,0.820876
0g5qg44fxu,456,0.99986434
0g81buzpr9,1024,0.9999782
0g9ymdjhxe,447,0.99963427
0gc0tvljey,618,0.99987185
0gcw58yvdw,996,0.9988894
0gdv9x7eay,597,0.9999591
0ggid7108b,33,0.9998579
0gi5ct50q4,765,0.7406354
0gjjc7s5uz,462,0.98625284
0gktfyd4zv,5,0.93010616
0gmudn85cu,684,0.99560684
0gnx1vkod7,698,0.999741
0gpxvjilt1,684,0.9996927
0gu1fy5ch1,678,0.9979048
0gu44u6tfl,46,0.9999708
0gus2bkh95,142,0.9997861
0gw0a39yp8,679,0.9998136
0gxfw9a0j6,142,0.9990689
0gxoziimra,485,0.98681915
0h07xncyvw,883,0.9999888
0h09fsiakk,332,0.99784744
0h0tuix1p7,461,0.99996185
0h1fv4eqcf,705,0.9998846
0h23ey72f0,838,0.9999201
0h2r2hqux5,372,0.99694496
0h7fyxn9p7,179,0.99154705
0h7v0xl172,277,0.9998123
0haa5w9ysf,332,0.9972205
0hb81gg3np,534,0.999933
0hf1ygw7o7,76,0.9210585
0hhj9gx31p,1038,0.99856526
0hiag66o17,1031,0.9852701
0hkq1ejxhf,947,0.98856634
0hksu6vpfq,812,0.9995913
0hkzvr1wi5,242,0.99999404
0hlysix6nu,219,0.9936568
0hmnf5orki,274,0.999683
0hmzws4h0p,342,0.9991448
0ho9de5xu4,974,0.9992322
0hoohbs6au,273,0.99962115
0hp9t61d0v,1024,0.9999881
0hqf6894oh,446,0.9995092
0htuf7nglg,521,0.9997501
0hwn0vtwao,1027,0.99886525
0hx18ohnhb,844,0.80280834
0hxv5rt2ec,210,0.9999323
0hy2qwrjoz,511,0.9997125
0hyqdxih7t,228,0.9979461
0hyy8fbwbo,443,0.9999118
0hyyi8ns07,147,0.99996984
0i07rzuinc,881,0.99996173
0i3k581rqh,885,0.98970103
0i5dyqpx52,601,0.99970466
0i63nwp5ai,379,0.99893886
0i73r7mt98,413,0.99954575
0i76yzhp6h,812,0.9999907
0i7vv8lt6z,681,0.9999182
0i9rkffe32,876,0.9981502
0i9ub8ur43,347,0.99979097
0iab45ol13,760,0.21223769
0ibm8x3yyg,376,0.9906148
0ie15hafc1,723,0.9984118
0iq4pwhtbx,434,0.9936219
0iqaukkky8,429,0.99946004
0iqc5jvsu4,719,0.999821
0irgklwyey,799,0.98181146
0ivotsfhen,134,0.9996697
0ivoz6wc3t,347,0.99958676
0ivv7x9xae,183,0.9999168
0ix43laabv,157,0.99999905
0iz12c6edr,254,0.9995703
0izc0ji1nb,206,0.99940765
0izemy024u,951,0.99997103
0j0ioxjauv,1007,0.9999709
0j0xo7aivl,440,0.98387027
0j34vvhg1g,711,0.99965835
0j3xrzfqw6,436,0.9994892
0j525bexai,352,0.99985695
0j5bwtvinw,564,0.9999945
0j9o8k57ld,557,0.9999713
0ja95ueq0d,378,0.9999597
0jbhr7k09f,255,0.9986739
0jbjzrtn66,208,0.9998054
0jbtmz9xl2,1041,0.99279106
0jeetqlckn,236,0.257645
0jeevtxjak,122,0.8546224
0jengseoa8,270,0.99789184
0jh005yht1,981,0.9208796
0jh2dov8el,868,0.4884418
0ji5kmsvk1,105,0.9997533
0jithibtw0,1007,0.9999751
0jj957blqx,657,0.99999857
0jmlbmogff,630,0.9994735
0jo5bxdh5t,951,0.9999355
0jp677btbw,962,0.9997758
0jsl415mr9,387,0.8943086
0jsm74bkf6,728,0.994678
0jt0qbf357,361,0.99981374
0jtcxxo4e8,550,0.9996253
0jua5b8f7w,655,0.95931983
0jv5o8qjt3,422,0.99450606
0jve6lvvls,250,0.99988365
0jxbze08jd,440,0.71851337
0jzbcohc59,472,0.99769634
0jzfiv3hkk,875,0.9927349
0k06aucp80,44,0.99742764
0k395x6jcl,1030,0.99928004
0k3ti93smb,277,0.9847168
0k69wcwm5b,482,0.9996742
0k7hdmu8hm,563,0.99957556
0k8jilw3wx,489,0.9979063
0k9ih8fkvm,758,0.89706045
0kaikd1itn,237,0.99184954
0kamx0bvkm,219,0.9292254
0kavf62yq1,406,0.9999002
0kay3g59vq,21,0.99998915
0kb0cammfl,26,0.99997926
0kbx6s1etm,534,0.99178326
0kbxc77m26,672,0.9999441
0kf1w5880e,422,0.9994235
0kfb5k531c,725,0.9997137
0kffyey5fm,507,0.99919635
0kfgnsobkq,271,0.99998593
0kh81tvlp4,251,0.9958769
0kihg7rl3v,471,0.99974495
0kitdsne4s,1024,0.75603485
0klqytsnh6,600,0.9998425
0km96tjozy,989,0.999696
0knjjxlzfx,847,0.9971009
0koq4bruhc,978,0.99999726
0koqojzt51,660,0.99958545
0kpy7f8ao6,176,0.99948287
0kueqco1nw,415,0.9998709
0kvh8po6e5,685,0.9387023
0kxg4svdf5,127,0.9996105
0kz9iq14le,611,0.99890375
0l21zt1b9a,310,0.54374987
0l2hbn10gj,591,0.9991341
0l3f8buxhn,952,0.9995097
0l4vzitzm0,581,0.9982704
0l56enjy0w,529,0.9953395
0l6w53dlsg,156,0.9999894
0l72eh6dyg,191,0.99994624
0l7npmqvhe,977,0.9903813
0l7w2hjrqr,956,0.99980444
0l8dq1s7rc,583,0.99966943
0lav9vh3rm,601,0.992278
0lbmbul1ba,1009,0.9990037
0lbnrcck28,826,0.9680227
0lbux9y0mn,909,0.70466906
0lc2fnofue,700,0.98183477
0ld4z8d6op,511,0.99928916
0lhzu2me6g,991,0.9999788
0ljf6nd7g7,488,0.99986494
0llr3oqmgs,150,0.999286
0lqthvyl0l,175,0.9998659
0lsmzjmyk6,819,0.9862845
0lsyb25o4d,30,0.9999894
0lsyl87toj,268,0.999597
0lu2qt3x9a,282,0.99996495
0lvcry90y2,380,0.9997569
0lwzca9fwq,722,0.99993014
0lx8m09tf4,839,0.9999627
0lz4m1talg,677,0.9998541
0lza4rndw3,2,0.85667014
0m0ph092st,201,0.9999918
0m3jf6nsg8,202,0.9996917
0m4ow5lyal,338,0.97097224
0m5npv9pnd,190,0.99966776
0m7lbt17ao,697,0.99987245
0m8lu7zp5g,639,0.9990859
0m9gy50ei7,667,0.99996984
0mco66x5r6,481,0.99999917
0md3zkcebq,654,0.9603357
0mehqx0o0g,1040,0.9999527
0meifcfpq8,44,0.9999919
0met9w1agu,905,0.99959975
0mgapg77ru,503,0.94061536
0miklvrffa,627,0.99999356
0mj2j3w69j,349,0.9998357
0mlwdhyy4d,513,0.8845875
0mmelh7khf,521,0.9974738
0mqdvods4t,861,0.63910645
0mrnllz4tf,963,0.9982566
0msu2st81g,154,0.9999876
0mubxvwx6f,474,0.98276883
0mwheh2ik4,154,0.59229136
0mxjd89284,411,0.9999337
0mxuxtiijv,247,0.99919003
0myus6x7uu,846,0.9997764
0myxkm0yz6,1038,0.99596006
0mz8o7pe9v,287,0.99987197
0n36in0zcv,133,0.9993143
0n4kngboeq,781,0.9996107
0n64c4bso2,287,0.9981725
0n8cntx6w6,703,0.9999913
0n9j72ixqy,453,0.98655975
0n9tolxxly,370,0.9999682
0nbsg9jccr,492,0.9999597
0nfco05pyp,474,0.99786794
0nfi74ehxl,700,0.9811948
0nfyz6nh0w,839,0.9910862
0niafkcf8u,434,0.9948755
0njz1m1317,234,0.9992417
0nl5h73c5l,715,0.9996543
0nlsa8xldr,499,0.9999964
0nmn0tu6n0,526,0.99999833
0no7mn3ia8,519,0.9999385
0nozg4jk4z,51,0.9905566
0nqdbhbd3p,154,0.99106383
0nuwbps0ti,804,0.9997781
0nv5ahrbvp,514,0.9998994
0nv8245hrb,24,0.9994617
0nw30rro7r,651,0.9998846
0nx4547fku,956,0.99993646
0nzc9rxbf7,657,0.9986072
0nzdq5x07f,562,0.9999944
0o0by5aqgv,701,0.9884544
0o1jyd379r,1040,0.99997485
0o43dk1g8u,428,0.99576133
0o48j8wfuf,245,0.94169986
0o7eyceaj3,66,0.9974239
0o9jwwvuzn,809,0.9947501
0octvkzets,198,0.9908607
0ocy8truah,42,0.9989743
0oenn6yg8k,616,0.5366318
0oeomtaruz,349,0.9958676
0of3ktikjp,17,0.9999534
0oh8twwpvg,1009,0.9978676
0ohvjifbzi,318,0.9920729
0oi7cxnz8o,366,0.9994312
0oim4gulr8,759,0.9998914
0oj6ybj4xu,33,0.99964905
0okjgxxjtx,1043,0.99849224
0okqtx6h6f,346,0.9997757
0omlq9q6i8,987,0.99986935
0op125ua9l,171,0.999894
0oroq8jx5z,416,0.99995947
0ou314agd3,605,0.9997204
0ounfqmvwr,660,0.999246
0oyvjir9oy,647,0.9960855
0oz2fh4fk2,131,0.98996174
0oz3x5twxl,1,0.97825867
0p0jbqq7cy,1035,0.9974509
0p1nactlky,330,0.9968901
0p3y8vo8ej,710,0.97762257
0p49xecarq,460,0.9999701
0p7vm67c7h,268,0.99933016
0p9ceq66ly,903,0.96641505
0pbcy0bwml,62,0.9953393
0pboojhmi4,143,0.99993205
0pbzfv4g0t,897,0.9981535
0pesy274vw,1018,0.99963105
0pf0589xi4,1031,0.99995375
0pg1i48cd2,267,0.99999917
0pg8n3jg8k,773,0.9999932
0pgl7loh4f,530,0.999915
0phax0t39g,623,0.9926461
0phiczwuqi,714,0.9981172
0piqsa0fkx,219,0.96406996
0pjc7il584,563,0.9943275
0pkglw0s25,243,0.99967563
0plb6d3vwt,488,0.9997029
0pmzq108ne,622,0.99993384
0pnf3ntqcd,1016,0.99893826
0pr0yuklgj,660,0.9999
0pwf3vxia0,703,0.99986553
0px1e8o6a3,594,0.99995744
0pxa5u88sd,857,0.7611412
0pzfokk3ot,899,0.9957216
0q0r3jhjkx,289,0.9999809
0q2u1tbbu5,963,0.88936275
0q3bhazi7s,572,0.96175104
0q68i101d2,197,0.9999938
0q6jbski8r,764,0.9997011
0q7u77lg3f,263,0.3567243
0q96s8lz9u,680,0.9998957
0qbgutzfmi,67,0.9998629
0qdnex8gvj,182,0.99969435
0qep4pbz83,679,0.9999267
0qfay60siq,613,0.9998778
0qgd79i8s3,122,0.9932655
0qkx53n82w,257,0.9879188
0qky1vjatb,152,0.9994061
0qlgqa82k8,698,0.99927646
0qmd7z7sqn,967,0.9999207
0qoesvunk9,377,0.995752
0qof70zl00,85,0.99987686
0quj52f8p5,1018,0.99996996
0qw86zp29h,974,0.99976283
0qwqduh1zh,321,0.99939346
0qykha5oc2,246,0.9984054
0r0dqnfv1m,171,0.9996074
0r1jq1e1me,827,0.999129
0r1xgsxwf3,930,0.9994741
0r3jfdapvh,340,0.99995184
0r3rsksg0j,582,0.99878544
0r48lx0tq0,734,0.9999486
0r7e079kle,204,0.99989545
0r7fzi10kz,182,0.9994265
0r7gze7da3,939,0.99983776
0r8rkenwh8,283,0.9978477
0raekhm3ph,764,0.9999708
0rbfsawvbq,35,0.9997669
0rblejs5dw,767,0.67977333
0rcquwk4l2,907,0.9990403
0rdn45k8us,136,0.50651526
0rdyof2328,442,0.99999845
0revbe3mn5,179,0.98959523
0rgqb04crm,69,0.9994178
0riwjtkixw,447,0.98533463
0rlufhbtdl,522,0.532697
0rmn561vel,666,0.9998988
0rp0nxast5,518,0.9998115
0rpsrkxfiy,562,0.999172
0rq75yjfkb,717,0.94509965
0rqjoijd41,721,0.99862933
0rr98rzg5p,602,0.99291515
0rrt1mmso9,963,0.9999819
0rse7kv630,281,0.9775303
