id,landmark_id,conf
02oyel6qx0,206,0.91821986
02pfsyh5k7,265,0.9999654
02pmedlzya,577,0.9999244
02qmd1lzl2,305,0.99147344
02tlwe8eoc,635,0.99532217
02ub9rpi31,29,0.9080675
02ugtg8ou5,336,0.9999819
02wiwgjztx,754,0.99997115
02x2iodz0l,983,0.9998647
02yf713k7v,27,0.5070003
02zibrgcuv,392,0.9996176
02zih9c22e,520,0.96085775
03123sl42g,575,0.99999344
032nteft5g,400,0.99969137
0346shf8nq,134,0.9991736
0348052x8s,816,0.9983456
034cc3q306,535,0.9981577
038eyo6uji,454,0.9980981
039wojnh9k,386,0.9790395
039y0uow55,27,0.6183351
03a1cb4zps,618,0.9997316
03a29orm3b,359,0.9980956
03d8i8uhm1,427,0.9870843
03f7thqyxg,902,0.99979836
03fj32gyv1,874,0.9999548
03geu18krf,190,0.9999901
03hg4i3yjp,657,0.9999664
03hoyyb9cj,410,0.9956878
03jxfm27w5,625,0.99959785
03lc7zwpez,515,0.99886847
03ls35cwa4,151,0.9948088
03m08ahf3s,810,0.99999297
03mdsx4qto,289,0.93690205
03n3tv7bdu,734,0.9840656
03pxl99mz0,902,0.9537116
03snevr89v,786,0.99976844
03tb1aa9pc,714,0.9999027
03tsnm4bnu,574,0.9044417
03upzfx195,258,0.8358431
03xnggqplz,949,0.55225843
03zuem3qrn,446,0.98966426
040nt01b2s,785,0.99983525
043qwauk0q,844,0.9904199
0467oil06h,884,0.99951196
048q1ouxlj,88,0.9980262
048qju3tpo,140,0.99913603
04d1rjaae5,1035,0.81279844
04dcs4245g,1034,0.9998636
04dgxe0il3,564,0.85919404
04dkhgck0r,454,0.9951609
04ffef2ci6,143,0.99987185
04fu7b4am2,982,0.9995376
04h6ol9agk,99,0.9995628
04jma7my5u,459,0.99951065
04khzo0hx5,971,0.9999528
04kqkhlsed,178,0.99063146
04n74njr8c,25,0.9991984
04npm5lu0c,600,0.98830044
04nx35dwu7,293,0.99959034
04ouuav8j4,68,0.84935594
04qrs9l714,753,0.99988186
04t434g73o,369,0.99941576
04vb1i5t7n,134,0.9960104
04xebcv3t3,660,0.9999169
04zuoqqr90,558,0.9996087
052p4oamx8,348,0.99949706
053kx2e9zs,999,0.99972504
053ma0gdj4,61,0.9998481
0543avg0te,700,0.9972024
055hg7rx9v,918,0.99589795
056z2j8u6k,619,0.9989009
058k5i08o1,497,0.9997583
05977wcbzt,826,0.8390725
05b9wylbyn,713,0.99440515
05bhuroopj,377,0.9986356
05c2mql9ux,1019,0.9990356
05c3z8reuc,514,0.9995585
05dzse3i7e,1000,0.9931899
05ebyltzgs,442,0.99901927
05f81v49dm,584,0.98464704
05g63qkfdk,823,0.9984493
05gpb14t4e,16,0.9995152
05j7isxr5g,648,0.9999186
05n5xtajxk,654,0.9995951
05napga7oo,726,0.9925202
05nvxoywaz,520,0.99915874
05oqqcq06k,436,0.9997627
05or1qtzmm,956,0.45249635
05qa96e3eu,905,0.9996636
05qsszdeg3,1036,0.97151655
05rnaurlyh,987,0.99971277
05rrz7gzb3,683,0.999967
05srremq4t,196,0.9995074
05th9u5oo8,725,0.99999046
05uckbsx00,614,0.99995744
05uod2majs,116,0.9999689
05uqugent2,971,0.9999913
05uv9zg9ef,538,0.72533226
05yepn6lmt,106,0.999887
05ysrpksrc,538,0.968418
061deozyu3,189,0.99987423
06375eqbpc,114,0.9981889
064ddrx0u5,281,0.99992657
0686iidp1s,430,0.9961029
069lr2uxyb,16,0.9997999
06b7ph11fh,66,0.9988438
06eesrxu3g,240,0.997547
06enay95d5,518,0.9994931
06fd7ri64x,985,0.9926122
06gpnwdmmk,16,0.99962676
06gsut75s7,517,0.9967354
06h3djx339,151,0.9995796
06hnb216n5,197,0.99999034
06kmiihhc1,807,0.36475366
06m4sfbazc,209,0.99788636
06md3j0pce,755,0.99951017
06n1bidpao,444,0.9999299
06nrhqstvb,906,0.9977252
06ny6c381o,804,0.9999597
06qp2tzhl9,536,0.99999285
06r1lci9l2,163,0.99858034
06rvnjx8qm,914,0.9982817
06tv67og8z,994,0.9990941
06ud08nu99,893,0.9990908
06ud5cwyt0,434,0.9958573
06vjio5stx,500,0.99004376
06vopx8ky7,563,0.99863154
06wnx7yokg,921,0.9999683
06xfxn20xp,806,0.99923253
06yjpr3wy5,1033,0.9998344
070dr7a4dv,186,0.8950598
070jdvpla2,475,0.9999969
074cm6idsy,466,0.9581786
075vxpxvu7,187,0.99985576
076eapcpim,385,0.99992096
076qcu6vo6,173,0.9992341
076tocbffw,6,0.9933914
07712w4t2s,788,0.9998318
07azvkj97a,96,0.825603
07btl2jebc,366,0.99910706
07bz2htpkl,715,0.9986563
07decf34my,161,0.36828622
07f40mrr8s,169,0.99996805
07icjv38js,644,0.99981385
07ikm6tmfs,805,0.9999391
07kcfhwuih,589,0.99689305
07pom0228j,6,0.999616
07scfsr5po,657,0.99992085
07tw1468rs,770,0.9999478
07un8zpnha,597,0.9937098
07vh5fi5gi,665,0.99746203
07xhhvsbdy,466,0.45734084
07xywzlfoe,487,0.9168241
080nnczsrp,961,0.9998865
082rauf2s9,1030,0.99975234
082ru4t732,242,0.99927133
082xydf2jv,912,0.99949026
084z6hucg2,178,0.9981146
085kfu498e,894,0.9999459
085rb8okm8,917,0.99816716
086rtme3zm,1006,0.9997111
087175e44y,837,0.92072475
08cjgm3gh9,632,0.9756158
08dtlh6raf,100,0.9712597
08e9ros2wb,628,0.25260735
08edh5vzzr,838,0.48504534
08exr8awcl,549,0.54916334
08fzt4v2g9,444,0.9998369
08g8twpchj,807,0.66599697
08gdm3o6s4,86,0.9985306
08kgkpl2av,894,0.9995449
08khi6tre4,99,0.9911867
08kkexe8cs,409,0.9986382
08lqjt5597,1008,0.9998914
08o0ajg0k2,838,0.7653054
08omso8tqz,93,0.9993179
08qk15oshv,314,0.9999641
08qubtdedn,144,0.97654915
08ry0ss0qg,199,0.99993765
08tak343hd,860,0.9997931
08tq92zji9,612,0.9999994
08ucyzczmi,816,0.9997106
08v9qfqfa1,610,0.8889084
08wt9jbnhc,380,0.9992747
08xbyw3bri,443,0.9998776
0902898yeu,790,0.99940896
0919i80e4v,40,0.778541
0956cna8cq,1010,0.99216264
095fa0a98j,340,0.97564393
095j3ws2iy,880,0.99950445
098attaszu,703,0.9995846
09brjnniw8,558,0.99995744
09da7e6ut3,326,0.9845388
09drmgh6qa,292,0.99903595
09g0qlrttm,453,0.9998982
09hh3at3ht,889,0.99989486
09hw8r74c6,32,0.9913613
09i8tqbhkv,216,0.99999535
09isb95mk3,869,0.9999453
09jgq862fk,832,0.62836903
09kybxhbss,495,0.9996045
09lbesnlx1,273,0.9998455
09pa8jfr95,146,0.9999697
09s1p3flen,816,0.9997379
09v0g0cbyb,435,0.99959594
09yf1y655r,1034,0.99901843
09z3e9k81l,172,0.9999876
09zyt1w31k,450,0.9998048
0a0eyh2gpi,678,0.9822365
0a1vaykbcc,721,0.99895954
0a24r3jfuf,338,0.99984694
0a4f4ifsj0,124,0.998262
0a6gvuvn1g,460,0.99894994
0a7hz0px93,61,0.9814695
0a87ra1otl,388,0.99985254
0a8o6lq5a3,315,0.89743775
0a9b13ls59,735,0.99996233
0aa9ltfsaj,113,0.99998486
0abprw83fn,713,0.84670144
0ada7jbitl,1017,0.5116533
0aed1gzqef,11,0.9982293
0af5a1nhxb,302,0.99647754
0ah17yy4v6,622,0.9841464
0ahp4tu1c8,695,0.999962
0ai0jj8gfa,859,0.999998
0aiw99cbcp,973,0.9152035
0aixhyv89a,182,0.96808326
0aksr55b2p,125,0.9999602
0al85xgd20,481,0.9996026
0apbglcd5c,636,0.99873763
0aqpf5m6ju,434,0.99911505
0aqxyfjmkg,126,0.99627644
0arsrat3ru,462,0.9929986
0as2x8ihxp,850,0.99740785
0auyu7ur9m,1042,0.96712154
0av7sut9ys,129,0.9996606
0aw1v8mlyu,324,0.98899114
0aw3yxtrp5,589,0.99993753
0awlnqr14e,1013,0.99994373
0ax7nusx97,528,0.76600677
0aza3tad3p,1045,0.9999864
0azh0pvra1,128,0.9999907
0b06fge7m8,999,0.99996173
0b18a7x3s6,962,0.9982887
0b1hquv6gj,821,0.9023726
0b37t4zkov,631,0.9998276
0b3j4zsijb,428,0.99994564
0b5hj200wj,925,0.9998412
0b7c30usey,543,0.7539023
0b7tmlwy32,398,0.6955102
0b8gtubetg,651,0.80785507
0b9jdr0e39,414,0.99951124
0ba573aw5t,267,0.9999807
0bc6q5elfe,609,0.9999833
0bdsgs1yju,177,0.23626485
0bdwu7se1x,871,0.9989436
0bec3zvxm3,357,0.9995579
0bf57pir8k,650,0.9999368
0bfav7atu0,267,0.9990753
0bfvle9ldi,195,0.9998977
0bgj9co0zl,393,0.9997507
0bgxxubmmn,477,0.9987985
0bhswhiq5p,771,0.42421857
0bi4esu2fb,858,0.9991629
0bib8h72vz,771,0.99132454
0bijy1lxyb,759,0.9999455
0bl693cqt7,311,0.9999666
0bl6zk6vky,279,0.9998703
0bm07bvfkn,438,0.9999763
0bn0jw0yc5,856,0.8585481
0bp2jiq9j5,919,0.9952779
0bpmn1ll5d,247,0.9992901
0bqmcul5ie,652,0.9995814
0br7hcmrle,836,0.99991703
0bro80wtyg,483,0.95529556
0brua1q7pf,789,0.9988932
0bur4yq6ka,696,0.99822074
0buxylu7nm,376,0.9999918
0bxeuoxrlg,179,0.79480886
0bxzlt1hgh,787,0.54506433
0bz39v12hu,847,0.9999125
0c0bvrzfww,11,0.7288129
0c1x4c86v5,623,0.99897206
0c2lrddzvh,402,0.9961249
0c2x3q3yvw,1026,0.9952884
0c3huehz2u,140,0.99988806
0c3mv363le,761,0.9997831
0c44nsb086,492,0.99993396
0c5r3rm1zm,98,0.81757075
0c7low2v6g,47,0.9998921
0c9fpakv8z,69,0.9991173
0caeoyjedq,254,0.9932139
0catq77loz,850,0.999982
0cb1bph13a,999,0.99984956
0ccj4c0b3a,333,0.9996749
0cdmngm104,59,0.9999945
0celh57hk9,275,0.53180987
0ceqi4m81m,832,0.9962251
0cguenqo2o,336,0.99891293
0ciep0wt8j,67,0.9954796
0cn4vdqam7,919,0.7025995
0cne9d5q5n,930,0.9760006
0cnwn0929e,146,0.99975556
0cqpak9fa7,658,0.9954289
0cqxi99131,910,0.99958664
0criocfub4,761,0.9888825
0cs3nuzdc6,239,0.9998103
0cu4kyod7n,383,0.99922013
0cudjvztlo,85,0.9988927
0cwshfsctk,934,0.9995604
0cyc70xh82,898,0.9976878
0cz5cj5i31,652,0.4936667
0d0u2n6g74,816,0.9999219
0d13df80i0,788,0.9982514
0d1dbjwy5c,100,0.99946696
0d1ia9wxa9,857,0.9999149
0d3ec1nqmd,470,0.36226612
0d3wc7wg09,635,0.98539966
0d43t4h9px,368,0.9488516
0d4f9lbkf0,931,0.964024
0d51bzsqaa,488,0.51726574
0d5q6v60oe,35,0.9922736
0d6delfwlm,827,0.99996996
0det3045dm,632,0.99969685
0df3t1deyv,670,0.99782336
0dgjdox05b,130,0.97931015
0dhr81wm8r,954,0.99855477
0di3zvj5qf,314,0.9999474
0diq95l7a5,628,0.9999614
0dlrp36u99,540,0.99994314
0dqpwnbkqg,70,0.9896214
0dsxt0i6zo,417,0.9796734
0dtrqwe7cg,98,0.39396605
0duhxw288j,792,0.99995744
0dva7uiyd7,221,0.8571113
0dwg1kvom1,848,0.99999297
0dx6h39hvm,42,0.9996201
0dz8gunpz4,81,0.9991605
0e1mokczbj,370,0.9999589
0e42yw2vni,538,0.5365624
0e50lhoylo,69,0.9999919
0e57gzywdw,458,0.9993051
0e6znpojx9,292,0.60662335
0e7ul6jtfr,695,0.99997485
0e8ct9vlmk,108,0.99294245
0e93tdlznr,975,0.99772936
0e9knm0mb0,420,0.999951
0eaenwsjzh,706,0.9992681
0eb3strxat,808,0.99999106
0ebpwl2edb,23,0.99994206
0ebr0c7yaj,750,0.9999896
0ec61pmas7,978,0.3778932
0edi9t92vy,738,0.9999838
0edn9iea89,530,0.9875021
0ee5y0ibtd,608,0.99980897
0efezpiad2,335,0.9999988
0ej1uy1b5r,153,0.47207934
0ej21tdthz,837,0.9960012
0el530luqi,342,0.99462104
0el5t0ymcn,990,0.9998202
0el919dliu,528,0.52487105
0eluvivonc,709,0.9994943
0emn8l6se9,196,0.9705249
0esdzygnk9,509,0.99515426
0esu4d4ay3,47,0.9995221
0etugd6bx6,34,0.8564157
0eua3jfdbf,189,0.9999596
0euyo9pd3s,662,0.9898913
0ey6k53ic3,282,0.99864775
0eypa1qzqo,829,0.99999774
0eyu2r1ibq,738,0.99980026
0ezfiufb62,496,0.9957104
0f1fxdqcuv,143,0.99983156
0f26qk1g8k,997,0.99964213
0f5ulut6m1,52,0.9693029
0f5ypwlj73,188,0.9989937
0f6i81i1i4,926,0.924264
0f8a6t50jx,450,0.9994474
0f9cr3f6de,271,0.9999782
0fa5pse3lw,162,0.8060509
0fawtyxw1d,349,0.999501
0fcp7z12eg,20,0.99986875
0fcqiwgepn,554,0.99268323
0fe666cdpc,39,0.9974579
0ff1kzrpgy,699,0.97516483
0ff31o5jp4,155,0.9992046
0fgsmgzoyy,438,0.99987197
0fhdr57rmc,654,0.99992025
0fisolds1o,784,0.9311694
0fj5io8u9s,991,0.99998987
0fjab5qtsy,827,0.99992716
0fk2iv851a,669,0.997291
0fka40rd8t,381,0.5235941
0flvtjjvif,458,0.9997726
0fn2k6l4e6,85,0.98145145
0fow390wq3,205,0.9997274
0fp8snxvoz,747,0.9737464
0fpoqd6sgj,324,0.9902772
0fq5u1b2bd,430,0.99995863
0frzvmcwk3,554,0.92655873
0ftrskhft1,1008,0.48178968
0fu3khrzxn,359,0.99170274
0fu8uzfy1i,923,0.99996674
0fv41ds7r9,397,0.9338011
0fx8k2laac,62,0.99971277
0fxed053x6,613,0.99993086
0fxfj3o643,976,0.9986499
0fy4ov35dc,528,0.9991825
0fyhksd0dl,432,0.8028497
0g2x305tvz,1019,0.99981016
0g432t9say,510,0.9998791
0g5jmfieta,926,0.99634284
0g5qg44fxu,456,0.99987626
0g81buzpr9,1024,0.9971623
0g9ymdjhxe,681,0.91258585
0gc0tvljey,618,0.99968815
0gcw58yvdw,996,0.99979526
0gdv9x7eay,597,0.9997967
0ggid7108b,33,0.9859914
0gi5ct50q4,392,0.9846854
0gjjc7s5uz,543,0.70220256
0gktfyd4zv,5,0.99376255
0gmudn85cu,684,0.9970823
0gnx1vkod7,698,0.9994228
0gpxvjilt1,684,0.996485
0gu1fy5ch1,678,0.9967236
0gu44u6tfl,46,0.9989881
0gus2bkh95,142,0.9999194
0gw0a39yp8,679,0.8001653
0gxfw9a0j6,142,0.99982506
0gxoziimra,485,0.9910964
0h07xncyvw,883,0.99960095
0h09fsiakk,332,0.99479127
0h0tuix1p7,461,0.9998863
0h1fv4eqcf,705,0.9999206
0h23ey72f0,838,0.99987054
0h2r2hqux5,372,0.98266196
0h7fyxn9p7,179,0.9825425
0h7v0xl172,277,0.98349047
0haa5w9ysf,332,0.9863322
0hb81gg3np,534,0.9999862
0hf1ygw7o7,76,0.8318719
0hhj9gx31p,1038,0.98570144
0hiag66o17,1031,0.5059103
0hkq1ejxhf,947,0.99995685
0hksu6vpfq,812,0.9997391
0hkzvr1wi5,242,0.99995434
0hlysix6nu,219,0.9737424
0hmnf5orki,274,0.9981724
0hmzws4h0p,342,0.99011785
0ho9de5xu4,974,0.99969935
0hoohbs6au,273,0.9999782
0hp9t61d0v,1024,0.99927336
0hqf6894oh,446,0.9998093
0htuf7nglg,521,0.9994211
0hwn0vtwao,1027,0.9997249
0hx18ohnhb,844,0.9930068
0hxv5rt2ec,210,0.99995446
0hy2qwrjoz,511,0.99760336
0hyqdxih7t,228,0.99940443
0hyy8fbwbo,443,0.9998989
0hyyi8ns07,147,0.9997111
0i07rzuinc,881,0.9998171
0i3k581rqh,885,0.9805351
0i5dyqpx52,601,0.9995993
0i63nwp5ai,379,0.9939568
0i73r7mt98,413,0.99987245
0i76yzhp6h,812,0.8764763
0i7vv8lt6z,681,0.9999901
0i9rkffe32,876,0.9987232
0i9ub8ur43,347,0.9999603
0iab45ol13,482,0.22786115
0ibm8x3yyg,376,0.9998029
0ie15hafc1,723,0.5118266
0iq4pwhtbx,434,0.9411632
0iqaukkky8,429,0.99895906
0iqc5jvsu4,719,0.9999789
0irgklwyey,799,0.99906284
0ivotsfhen,134,0.9902317
0ivoz6wc3t,347,0.99990594
0ivv7x9xae,183,0.99993646
0ix43laabv,157,0.99209446
0iz12c6edr,254,0.9994388
0izc0ji1nb,206,0.99819547
0izemy024u,951,0.97963536
0j0ioxjauv,1007,0.99714714
0j0xo7aivl,440,0.81019014
0j34vvhg1g,711,0.996088
0j3xrzfqw6,436,0.9970759
0j525bexai,352,0.99993
0j5bwtvinw,564,0.9992873
0j9o8k57ld,557,0.9972711
0ja95ueq0d,378,0.99990594
0jbhr7k09f,255,0.9989091
0jbjzrtn66,208,0.9998629
0jbtmz9xl2,1041,0.9983304
0jeetqlckn,376,0.5575936
0jeevtxjak,122,0.9918172
0jengseoa8,270,0.9862287
0jh005yht1,981,0.9999914
0jh2dov8el,271,0.5803486
0ji5kmsvk1,105,0.9901348
0jithibtw0,1007,0.99944013
0jj957blqx,657,0.999995
0jmlbmogff,630,0.9995036
0jo5bxdh5t,951,0.9995728
0jp677btbw,962,0.99990976
0jsl415mr9,387,0.95323724
0jsm74bkf6,728,0.9749977
0jt0qbf357,361,0.99494886
0jtcxxo4e8,550,0.90582705
0jua5b8f7w,655,0.99990094
0jv5o8qjt3,422,0.7192756
0jve6lvvls,250,0.9998653
0jxbze08jd,955,0.4813825
0jzbcohc59,472,0.9857962
0jzfiv3hkk,875,0.99648523
0k06aucp80,44,0.9578932
0k395x6jcl,1030,0.99970657
0k3ti93smb,277,0.99572104
0k69wcwm5b,482,0.99927205
0k7hdmu8hm,563,0.99992025
0k8jilw3wx,489,0.9992976
0k9ih8fkvm,758,0.98843586
0kaikd1itn,237,0.9903071
0kamx0bvkm,998,0.575824
0kavf62yq1,406,0.9988675
0kay3g59vq,21,0.9995171
0kb0cammfl,26,0.99980503
0kbx6s1etm,534,0.9999987
0kbxc77m26,672,0.99999607
0kf1w5880e,422,0.94020796
0kfb5k531c,725,0.9997664
0kffyey5fm,507,0.979011
0kfgnsobkq,271,0.9999534
0kh81tvlp4,251,0.9896638
0kihg7rl3v,471,0.99997187
0kitdsne4s,1024,0.9675665
0klqytsnh6,600,0.9859782
0km96tjozy,989,0.9996675
0knjjxlzfx,847,0.9998697
0koq4bruhc,978,0.99944216
0koqojzt51,660,0.9995035
0kpy7f8ao6,176,0.9804552
0kueqco1nw,415,0.99955875
0kvh8po6e5,685,0.6777232
0kxg4svdf5,127,0.9980574
0kz9iq14le,611,0.9999491
0l21zt1b9a,310,0.92505276
0l2hbn10gj,591,0.98754495
0l3f8buxhn,952,0.9972691
0l4vzitzm0,581,0.99998367
0l56enjy0w,529,0.9994105
0l6w53dlsg,156,0.9903346
0l72eh6dyg,191,0.99855226
0l7npmqvhe,977,0.9998387
0l7w2hjrqr,956,0.9991211
0l8dq1s7rc,583,0.9992047
0lav9vh3rm,601,0.9973266
0lbmbul1ba,1009,0.9998957
0lbnrcck28,826,0.59016
0lbux9y0mn,365,0.31899774
0lc2fnofue,700,0.388732
0ld4z8d6op,511,0.9315794
0lhzu2me6g,991,0.9999926
0ljf6nd7g7,488,0.9801365
0llr3oqmgs,150,0.9954751
0lqthvyl0l,175,0.9973959
0lsmzjmyk6,819,0.926565
0lsyb25o4d,30,0.9999486
0lsyl87toj,268,0.97279954
0lu2qt3x9a,282,0.99973696
0lvcry90y2,380,0.99907184
0lwzca9fwq,722,0.99990475
0lx8m09tf4,839,0.99999547
0lz4m1talg,677,0.99942446
0lza4rndw3,615,0.6323676
0m0ph092st,201,0.99957925
0m3jf6nsg8,202,0.99996436
0m4ow5lyal,338,0.9995346
0m5npv9pnd,190,0.9999788
0m7lbt17ao,697,0.99882406
0m8lu7zp5g,639,0.9989034
0m9gy50ei7,667,0.9998416
0mco66x5r6,481,0.99996996
0md3zkcebq,654,0.999143
0mehqx0o0g,1040,0.99858737
0meifcfpq8,44,0.99992573
0met9w1agu,905,0.9999912
0mgapg77ru,503,0.5436182
0miklvrffa,627,0.9999865
0mj2j3w69j,349,0.99973327
0mlwdhyy4d,513,0.973762
0mmelh7khf,521,0.99918157
0mqdvods4t,589,0.9984505
0mrnllz4tf,963,0.93882847
0msu2st81g,154,0.99996674
0mubxvwx6f,474,0.9999118
0mwheh2ik4,154,0.5232621
0mxjd89284,411,0.9995995
0mxuxtiijv,247,0.99981076
0myus6x7uu,846,0.99999964
0myxkm0yz6,1038,0.99164796
0mz8o7pe9v,287,0.99990714
0n36in0zcv,133,0.99719197
0n4kngboeq,781,0.99945
0n64c4bso2,287,0.9988029
0n8cntx6w6,703,0.9999404
0n9j72ixqy,453,0.9999939
0n9tolxxly,370,0.9994524
0nbsg9jccr,492,0.9998566
0nfco05pyp,474,0.99946815
0nfi74ehxl,700,0.9914487
0nfyz6nh0w,839,0.9982346
0niafkcf8u,434,0.9726979
0njz1m1317,258,0.30678633
0nl5h73c5l,715,0.9983438
0nlsa8xldr,499,0.9985592
0nmn0tu6n0,526,0.99999034
0no7mn3ia8,519,0.9998778
0nozg4jk4z,51,0.9996062
0nqdbhbd3p,154,0.69873464
0nuwbps0ti,804,0.9999937
0nv5ahrbvp,514,0.9995376
0nv8245hrb,24,0.9999945
0nw30rro7r,651,0.9226051
0nx4547fku,956,0.93231493
0nzc9rxbf7,657,0.99737704
0nzdq5x07f,562,0.9998204
0o0by5aqgv,701,0.9953595
0o1jyd379r,1040,0.9989973
0o43dk1g8u,428,0.999964
0o48j8wfuf,245,0.99976903
0o7eyceaj3,66,0.99970055
0o9jwwvuzn,809,0.999456
0octvkzets,198,0.937654
0ocy8truah,42,0.99750805
0oenn6yg8k,1046,0.56330675
0oeomtaruz,349,0.9981976
0of3ktikjp,17,0.9999949
0oh8twwpvg,1009,0.99999547
0ohvjifbzi,318,0.9997967
0oi7cxnz8o,366,0.9772922
0oim4gulr8,759,0.9958106
0oj6ybj4xu,33,0.99659413
0okjgxxjtx,1043,0.99997365
0okqtx6h6f,346,0.998531
0omlq9q6i8,987,0.99952483
0op125ua9l,171,0.963519
0oroq8jx5z,416,0.99929535
0ou314agd3,605,0.99532086
0ounfqmvwr,660,0.99949884
0oyvjir9oy,647,0.9996575
0oz2fh4fk2,131,0.99806815
0oz3x5twxl,1,0.99598736
0p0jbqq7cy,1035,0.9984675
0p1nactlky,330,0.999619
0p3y8vo8ej,710,0.81597394
0p49xecarq,460,0.9999454
0p7vm67c7h,268,0.99848455
0p9ceq66ly,517,0.34945184
0pbcy0bwml,62,0.97202456
0pboojhmi4,143,0.99953294
0pbzfv4g0t,897,0.99675
0pesy274vw,1018,0.9994122
0pf0589xi4,1031,0.9909246
0pg1i48cd2,267,0.9999863
0pg8n3jg8k,773,0.99994004
0pgl7loh4f,530,0.99499667
0phax0t39g,623,0.99835736
0phiczwuqi,714,0.9998317
0piqsa0fkx,219,0.90450704
0pjc7il584,563,0.97751606
0pkglw0s25,243,0.9999598
0plb6d3vwt,488,0.9997836
0pmzq108ne,622,0.999767
0pnf3ntqcd,1016,0.8072252
0pr0yuklgj,660,0.9986802
0pwf3vxia0,703,0.99979204
0px1e8o6a3,594,0.999998
0pxa5u88sd,857,0.99973565
0pzfokk3ot,899,0.98541415
0q0r3jhjkx,289,0.9976197
0q2u1tbbu5,949,0.49428904
0q3bhazi7s,572,0.92362523
0q68i101d2,197,0.99999833
0q6jbski8r,764,0.99999535
0q7u77lg3f,263,0.9638178
0q96s8lz9u,680,0.99984765
0qbgutzfmi,67,0.96311086
0qdnex8gvj,182,0.99605346
0qep4pbz83,679,0.96921957
0qfay60siq,613,0.99980134
0qgd79i8s3,122,0.9968432
0qkx53n82w,257,0.99907947
0qky1vjatb,152,0.999894
0qlgqa82k8,698,0.999556
0qmd7z7sqn,967,0.9999633
0qoesvunk9,377,0.9972887
0qof70zl00,85,0.9839842
0quj52f8p5,1018,0.9998325
0qw86zp29h,974,0.9998466
0qwqduh1zh,321,0.999974
0qykha5oc2,246,0.99356925
0r0dqnfv1m,171,0.94930226
0r1jq1e1me,827,0.9998136
0r1xgsxwf3,930,0.99854136
0r3jfdapvh,340,0.9983203
0r3rsksg0j,582,0.9994825
0r48lx0tq0,734,0.991495
0r7e079kle,204,0.9999931
0r7fzi10kz,182,0.9994684
0r7gze7da3,939,0.99343866
0r8rkenwh8,283,0.9852961
0raekhm3ph,764,0.99991584
0rbfsawvbq,418,0.6130116
0rblejs5dw,767,0.94291127
0rcquwk4l2,907,0.9940615
0rdn45k8us,136,0.36129698
0rdyof2328,442,0.99990714
0revbe3mn5,179,0.60157865
0rgqb04crm,69,0.99998045
0riwjtkixw,447,0.46450886
0rlufhbtdl,879,0.69894683
0rmn561vel,666,0.99955815
0rp0nxast5,518,0.99952877
0rpsrkxfiy,562,0.9696348
0rq75yjfkb,717,0.9672871
0rqjoijd41,721,0.9999583
0rr98rzg5p,602,0.99821657
0rrt1mmso9,963,0.9999316
0rse7kv630,281,0.5188495
